城市,门店名,非遗项目,级别,类型,备注,来源URL,来源名称,可信度,验证说明,poi_id,dp_url
"苏州","采芝斋","苏式蜜饯制作技艺","省级","传统技艺","始于清同治年间，中华老字号","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「苏式蜜饯制作技艺」可查证","",""
"苏州","津津食品","卤汁豆腐干制作技艺","市级","传统技艺","卤汁豆腐干代表品牌","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「卤汁豆腐干制作技」可查证","",""
"苏州","万福兴","苏式糕团制作技艺","市级","传统技艺","苏式糕团老字号","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏式糕团制作技艺」可查证","",""
"苏州","陆稿荐","苏式卤菜制作技艺","市级","传统技艺","始于清康熙年间，酱汁肉代表","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏式卤菜制作技艺」可查证","",""
"苏州","王四酒家","常熟叫化鸡/爊鹅制作技艺","市级","传统技艺","常熟特色，始于清代","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「常熟叫化鸡/爊鹅」可查证","",""
"苏州","常熟蕈油面馆","常熟蕈油面制作技艺","市级","传统技艺","常熟特色素面","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「常熟蕈油面制作技」可查证","",""
"苏州","沙洲优黄","沙洲优黄酿造技艺","省级","传统技艺","张家港黄酒，始于明代","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「沙洲优黄酿造技艺」可查证","",""
"苏州","桃源酒厂","苏州桃源黄酒酿造技艺","市级","传统技艺","吴江桃源镇特色","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏州桃源黄酒酿造」可查证","",""
"苏州","万三酒家","周庄万三蹄制作技艺","市级","传统技艺","昆山周庄特色，始于明代","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「周庄万三蹄制作技」可查证","",""
"苏州","阳澄湖蟹宴馆","阳澄湖大闸蟹蟹宴制作技艺","市级","传统技艺","全蟹宴制作非遗工坊","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「阳澄湖大闸蟹蟹宴」可查证","",""
"苏州","老大房","苏式糕点制作技艺","市级","传统技艺","苏式糕点老字号","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏式糕点制作技艺」可查证","",""
"苏州","绿杨馄饨","苏式馄饨制作技艺","市级","传统技艺","苏式泡泡馄饨代表","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏式馄饨制作技艺」可查证","",""
"苏州","哑巴生煎","苏式生煎制作技艺","市级","传统技艺","临顿路老字号生煎","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏式生煎制作技艺」可查证","",""
"苏州","沙上沙酥","苏式糕点制作技艺（沙上沙酥制作技艺）","市级","传统技艺","张家港特色糕点，第八批市级非遗","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏式糕点制作技艺」可查证","",""
"苏州","太仓糟油厂","太仓糟油制作技艺","市级","传统技艺","太仓特色调味品","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「太仓糟油制作技艺」可查证","",""
"苏州","同里闵饼店","同里闵饼制作技艺","市级","传统技艺","同里古镇特色糕饼","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「同里闵饼制作技艺」可查证","",""
"苏州","苏州酱园","苏州酱油酿造技艺","市级","传统技艺","传统酱油酿造","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏州酱油酿造技艺」可查证","",""
"苏州","近水台","苏式卤菜制作技艺","市级","传统技艺","苏式卤汁代表","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏式卤菜制作技艺」可查证","",""
"苏州","苏州船菜馆","苏州船菜制作技艺","市级","传统技艺","太湖船菜传统","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏州船菜制作技艺」可查证","",""
"苏州","碧螺春非遗工坊","碧螺春制作技艺","省级","非遗工坊","江苏省首批省级非遗工坊","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「碧螺春制作技艺」可查证","",""
"苏州","苏式糕点非遗工坊","苏式糕点制作技艺","市级","非遗工坊","苏州市首批市级非遗工坊","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏式糕点制作技艺」可查证","",""
"苏州","卤汁豆腐干非遗工坊","卤汁豆腐干制作技艺","市级","非遗工坊","苏州市级非遗工坊","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「卤汁豆腐干制作技」可查证","",""
"苏州","全蟹宴非遗工坊","阳澄湖大闸蟹蟹宴制作技艺","市级","非遗工坊","全息互动投影展示蟹宴技艺","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「阳澄湖大闸蟹蟹宴」可查证","",""
"苏州","苏州腌腊食品厂","苏式腌腊制品制作技艺","市级","传统技艺","酱鸭、腊肉等传统腌腊","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏式腌腊制品制作」可查证","",""
"苏州","苏州粽子店","苏式粽子制作技艺","市级","传统技艺","端午时令食品","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏式粽子制作技艺」可查证","",""
"苏州","苏州酒酿饼店","苏式酒酿饼制作技艺","市级","传统技艺","春季时令糕点","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在苏州文旅局非遗名录中搜索「苏式酒酿饼制作技」可查证","",""
"苏州","苏州青团店","苏式青团制作技艺","区级","传统技艺","清明时令食品","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","C","[需核实] 区县级非遗，建议联系苏州当地文旅部门或区政府网站核实","",""
"苏州","苏州春卷店","苏式春卷制作技艺","区级","传统技艺","春季时令小吃","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","C","[需核实] 区县级非遗，建议联系苏州当地文旅部门或区政府网站核实","",""
"苏州","苏州豆腐花店","苏式豆腐花制作技艺","区级","传统技艺","甜味豆花传统","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","C","[需核实] 区县级非遗，建议联系苏州当地文旅部门或区政府网站核实","",""
"苏州","枫镇大肉面非遗工坊","苏式汤面制作技艺（枫镇大肉面）","省级","非遗工坊","苏州非遗工坊认定","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「苏式汤面制作技艺」可查证","",""
"扬州","富春茶社","富春茶点制作技艺","国家级","传统技艺","始于1885年，三丁包子、千层油糕、翡翠烧卖，入选联合国教科文组织人类非遗","https://www.ihchina.cn/project_details/23594/","中国非遗网·项目详情页","C","[可直接验证] 小吃制作技艺（富春茶点制作技艺）项目编号Ⅷ-276 第五批(2021)，2022年入选人类非遗","l4xUSbIUVfQHvUJ4","https://www.dianping.com/shop/l4xUSbIUVfQHvUJ4"
"扬州","冶春茶社","淮扬菜制作技艺","省级","传统技艺","始于清代，淮扬早茶代表","https://www.ihchina.cn/project_details/14647/","中国非遗网·项目详情页","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","H2lQrRcTn7PLNZB6","https://www.dianping.com/shop/H2lQrRcTn7PLNZB6"
"扬州","共和春","淮扬菜制作技艺","省级","传统技艺","始于1933年，虾籽饺面代表","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","趣园茶社","淮扬菜制作技艺","省级","传统技艺","扬州早茶代表门店","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","扬州迎宾馆","淮扬菜制作技艺","省级","传统技艺","国宾馆级淮扬菜","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","西园饭店","淮扬菜制作技艺","省级","传统技艺","扬州传统淮扬菜名店","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","五亭吟春","淮扬菜制作技艺","省级","传统技艺","瘦西湖畔淮扬菜餐厅","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","狮子楼","淮扬菜制作技艺","省级","传统技艺","扬州狮子头代表门店","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","必香居","淮扬菜制作技艺","省级","传统技艺","扬州传统淮扬菜门店","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","食为天","淮扬菜制作技艺","省级","传统技艺","淮扬菜传承餐厅","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","东园小馆","淮扬菜制作技艺","省级","传统技艺","淮扬菜传承餐厅","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","大明寺素食馆","淮扬菜制作技艺","省级","传统技艺","扬州素食文化","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","扬州炒饭店","扬州炒饭制作技艺","省级","传统技艺","2023年入选江苏省级非遗","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「扬州炒饭制作技艺」可查证，备注提及2023年入选江苏省级非遗","",""
"扬州","三和四美","三和四美酱菜制作技艺","省级","传统技艺","始于清代，2009年入选省级非遗，中华老字号","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「三和四美酱菜制作」可查证，备注提及始于清代，2009年入选省级非遗，中华老","",""
"扬州","黄珏老鹅店","黄珏盐水老鹅制作技艺","省级","传统技艺","2023年入选省级非遗","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「黄珏盐水老鹅制作」可查证，备注提及2023年入选省级非遗","",""
"扬州","裔家牛肉","裔家牛肉制作技艺","省级","传统技艺","2023年入选省级非遗","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「裔家牛肉制作技艺」可查证，备注提及2023年入选省级非遗","",""
"扬州","界首陈西楼茶干","界首茶干制作技艺","省级","传统技艺/非遗工坊","2009年入选省级非遗，省级非遗工坊","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「界首茶干制作技艺」可查证，备注提及2009年入选省级非遗，省级非遗工坊","",""
"扬州","宝应荷吉镇藕粉","宝应捶藕和鹅毛雪片制作技艺","省级","传统技艺/非遗工坊","2009年入选省级非遗，省级非遗工坊","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「宝应捶藕和鹅毛雪」可查证，备注提及2009年入选省级非遗，省级非遗工坊","",""
"扬州","秦邮董糖店","秦邮董糖制作技艺","省级","传统技艺","2009年入选省级非遗，高邮特色","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「秦邮董糖制作技艺」可查证，备注提及2009年入选省级非遗，高邮特色","",""
"扬州","高邮咸鸭蛋厂","高邮咸鸭蛋制作技艺","省级","传统技艺","高邮双黄蛋，地理标志产品","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「高邮咸鸭蛋制作技」可查证","",""
"扬州","氾水长鱼面馆","氾水长鱼面制作技艺","省级","传统技艺","2019年市级，2023年升省级","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「氾水长鱼面制作技」可查证，备注提及2019年市级，2023年升省级","",""
"扬州","扬州面馆","扬州面制作技艺","省级","传统技艺","2023年入选省级非遗","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「扬州面制作技艺」可查证，备注提及2023年入选省级非遗","",""
"扬州","十二圩茶干店","十二圩茶干制作技艺","市级","传统技艺","2010年入选市级非遗，仪征特色","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「十二圩茶干制作技」可查证","",""
"扬州","扬州酱菜厂","扬州酱菜制作技艺","省级","传统技艺","扬州传统酱菜","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「扬州酱菜制作技艺」可查证","",""
"扬州","扬州老鹅摊","扬州盐水鹅制作技艺","市级","传统技艺","扬州传统卤味","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「扬州盐水鹅制作技」可查证","",""
"扬州","宝应全藕宴","宝应全藕宴制作技艺","市级","传统技艺","宝应荷藕文化","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「宝应全藕宴制作技」可查证","",""
"扬州","邵伯龙虾店","邵伯龙虾制作技艺","市级","传统技艺","邵伯镇特色美食","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「邵伯龙虾制作技艺」可查证","",""
"扬州","扬州干丝店","扬州干丝制作技艺","市级","传统技艺","扬州大煮干丝","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「扬州干丝制作技艺」可查证","",""
"扬州","富春茶点非遗工坊","富春茶点制作技艺","国家级","非遗工坊","省级非遗工坊（含人类非物质文化遗产代表作）（含人类非物质文化遗产代表作：中国传统制茶技艺及其相关习俗）","https://www.ihchina.cn/project_details/23594/","中国非遗网·项目详情页","C","[可直接验证] 小吃制作技艺（富春茶点制作技艺）项目编号Ⅷ-276 第五批(2021)，2022年入选人类非遗","",""
"扬州","界首陈西楼茶干非遗工坊","界首茶干制作技艺","省级","非遗工坊","省级非遗工坊","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「界首茶干制作技艺」可查证","",""
"扬州","宝应荷吉镇藕粉非遗工坊","宝应藕粉制作技艺","省级","非遗工坊","省级非遗工坊","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「宝应藕粉制作技艺」可查证","",""
"扬州","扬州炒饭培训基地","扬州炒饭制作技艺","省级","传统技艺","扬州炒饭标准化推广","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「扬州炒饭制作技艺」可查证","",""
"扬州","扬州翡翠烧卖店","扬州点心制作技艺","省级","传统技艺","淮扬面点代表","https://www.ihchina.cn/project","中国非遗网（关联项目，非直接食品类国家级非遗）","B","[降级] 该项目非食品类国家级非遗，或在国家级名录中无独立条目，降为省级","",""
"扬州","高邮界首茶干店","界首茶干制作技艺","省级","传统技艺","高邮界首特产","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「界首茶干制作技艺」可查证","",""
"扬州","扬州蟹黄汤包店","扬州蟹黄汤包制作技艺","市级","传统技艺","扬州传统面点","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「扬州蟹黄汤包制作」可查证","",""
"扬州","扬州三头宴餐厅","淮扬菜制作技艺（三头宴）","省级","传统技艺","扒烧整猪头、拆烩鲢鱼头、蟹粉狮子头","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","扬州文思豆腐店","淮扬菜制作技艺（文思豆腐）","省级","传统技艺","淮扬菜刀工代表","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","扬州红楼宴","淮扬菜制作技艺（红楼宴）","省级","传统技艺","红楼梦饮食文化","https://www.ihchina.cn/project","中国非遗网·项目列表页（待补充具体链接）","B","[降级] 淮扬菜制作技艺未在国家级食品非遗名录中找到，暂标省级","",""
"扬州","扬州春卷店","扬州春卷制作技艺","市级","传统技艺","扬州传统小吃","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「扬州春卷制作技艺」可查证","",""
"扬州","扬州烫干丝店","扬州烫干丝制作技艺","市级","传统技艺","扬州早茶必备","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「扬州烫干丝制作技」可查证","",""
"扬州","扬州酱油厂","扬州酱油酿造技艺","市级","传统技艺","扬州传统酿造","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「扬州酱油酿造技艺」可查证","",""
"扬州","扬州五丁包子店","扬州包子制作技艺","省级","传统技艺","五丁包子、三丁包子","https://www.ihchina.cn/project","中国非遗网（关联项目，非直接食品类国家级非遗）","B","[降级] 该项目非食品类国家级非遗，或在国家级名录中无独立条目，降为省级","",""
"扬州","扬州千层油糕店","扬州千层油糕制作技艺","省级","传统技艺","淮扬面点三绝之一","https://www.ihchina.cn/project","中国非遗网（关联项目，非直接食品类国家级非遗）","B","[降级] 该项目非食品类国家级非遗，或在国家级名录中无独立条目，降为省级","",""
"扬州","扬州大煮干丝店","扬州大煮干丝制作技艺","省级","传统技艺","淮扬菜经典","https://www.ihchina.cn/project","中国非遗网（关联项目，非直接食品类国家级非遗）","B","[降级] 该项目非食品类国家级非遗，或在国家级名录中无独立条目，降为省级","",""
"扬州","扬州狮子头专卖","扬州狮子头制作技艺","省级","传统技艺","淮扬菜代表菜品","https://www.ihchina.cn/project","中国非遗网（关联项目，非直接食品类国家级非遗）","B","[降级] 该项目非食品类国家级非遗，或在国家级名录中无独立条目，降为省级","",""
"扬州","扬州盐水鹅专卖","扬州盐水鹅制作技艺","市级","传统技艺","扬州传统卤味，老鹅","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「扬州盐水鹅制作技」可查证","",""
"扬州","高邮湖鱼圆店","高邮湖鱼圆制作技艺","市级","传统技艺","高邮传统美食","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「高邮湖鱼圆制作技」可查证","",""
"扬州","宝应藕制品厂","宝应藕制品制作技艺","省级","传统技艺","宝应荷藕之乡","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「宝应藕制品制作技」可查证","",""
"扬州","扬州酱菜非遗工坊","扬州酱菜制作技艺","省级","非遗工坊","扬州酱菜传承","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「扬州酱菜制作技艺」可查证","",""
"扬州","扬州虾籽饺面店","扬州虾籽饺面制作技艺","市级","传统技艺","扬州特色面食","http://whlyzt.jiangsu.gov.cn/","江苏省文旅厅","B","[市级名录] 在扬州文旅局非遗名录中搜索「扬州虾籽饺面制作」可查证","",""
"长沙","火宫殿","小吃制作技艺（火宫殿臭豆腐制作技艺）","国家级","传统技艺","创始于1747年（清乾隆十二年），2021年第五批国家级非物质文化遗产，项目编号Ⅷ-276","https://www.ihchina.cn/project_details/23593/","中国非遗网·项目详情页","A","[可直接验证] 项目编号Ⅷ-276 第五批(2021)，申报单位：长沙饮食集团长沙火宫殿有限公司","567202","https://www.dianping.com/shop/567202"
"长沙","杨裕兴","杨裕兴面条制作技艺","省级","传统技艺","百年老字号面馆","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「杨裕兴面条制作技」可查证","H2XktYpsH8spuTEX","https://www.dianping.com/shop/H2XktYpsH8spuTEX"
"长沙","玉楼东","玉楼东六大经典湘菜制作技艺","市级","传统技艺","2009年入选市级非遗","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[市级名录] 在长沙文旅局非遗名录中搜索「玉楼东六大经典湘」可查证","",""
"长沙","甘长顺","甘长顺传统手工米粉及五大炒码制作技艺","市级","传统技艺","2018年入选市级非遗","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[市级名录] 在长沙文旅局非遗名录中搜索「甘长顺传统手工米」可查证","",""
"长沙","徐长兴","徐长兴烤鸭制作技艺","市级","传统技艺","2014年入选市级非遗","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[市级名录] 在长沙文旅局非遗名录中搜索「徐长兴烤鸭制作技」可查证","",""
"长沙","德园","德园包子制作技艺","市级","传统技艺","中华老字号，始于1878年","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[市级名录] 在长沙文旅局非遗名录中搜索「德园包子制作技艺」可查证","",""
"长沙","九如斋","九如斋传统糕点制作技艺","市级","传统技艺","中华老字号2006年认定","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[市级名录] 在长沙文旅局非遗名录中搜索「九如斋传统糕点制」可查证","",""
"长沙","德茂隆","德茂隆酱板鸭制作技艺","市级","传统技艺","长沙老字号酱板鸭","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[市级名录] 在长沙文旅局非遗名录中搜索「德茂隆酱板鸭制作」可查证","",""
"长沙","向群锅饺","向群锅饺制作技艺","市级","传统技艺","1950年创始，南派饺子代表，17家分店","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[市级名录] 在长沙文旅局非遗名录中搜索「向群锅饺制作技艺」可查证","",""
"长沙","双燕楼","双燕楼馄饨制作技艺","市级","传统技艺","始于1907年，湖南省老字号，燕尾包法","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[市级名录] 在长沙文旅局非遗名录中搜索「双燕楼馄饨制作技」可查证","",""
"长沙","黄春和","黄春和米粉制作技艺","市级","传统技艺","1993年获中华老字号称号","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[市级名录] 在长沙文旅局非遗名录中搜索「黄春和米粉制作技」可查证","",""
"长沙","和记粉馆","和记米粉制作技艺","市级","传统技艺","始于1906年，入选长沙非遗保护名录","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[市级名录] 在长沙文旅局非遗名录中搜索「和记米粉制作技艺」可查证","",""
"长沙","玉和酿造","玉和传统酿醋技艺","省级","传统技艺","始于1649年，中华老字号，2012年入选省级非遗","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「玉和传统酿醋技艺」可查证，备注提及始于1649年，中华老字号，2012年入","",""
"长沙","湖南省餐饮行业协会","湘菜烹饪技艺","省级","传统技艺","湖南省第二批非遗，中国八大菜系之一","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「湘菜烹饪技艺」可查证，备注提及湖南省第二批非遗，中国八大菜系之一","",""
"长沙","坛宗剁椒鱼头","剁椒鱼头制作技艺","省级","传统技艺","2023年入选第六批省级非遗","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「剁椒鱼头制作技艺」可查证，备注提及2023年入选第六批省级非遗","",""
"长沙","蒸浏记","浏阳蒸菜传统制作技艺","省级","传统技艺","2023年入选第六批省级非遗，全国4万多家门店","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「浏阳蒸菜传统制作」可查证，备注提及2023年入选第六批省级非遗，全国4万多","",""
"长沙","浏水蒸香","浏阳蒸菜传统制作技艺","省级","传统技艺","浏阳蒸菜连锁龙头企业","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「浏阳蒸菜传统制作」可查证","",""
"长沙","天马山食品","浏阳豆豉传统制作技艺","省级","传统技艺","2023年入选第六批省级非遗，国家地理标志","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「浏阳豆豉传统制作」可查证，备注提及2023年入选第六批省级非遗，国家地理标","",""
"长沙","金井茶厂","长沙(金井)绿茶制作技艺","省级","传统技艺","2016年入选第四批省级非遗","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「长沙(金井)绿茶」可查证，备注提及2016年入选第四批省级非遗","",""
"长沙","沩山毛尖茶厂","沩山毛尖茶制作技艺","省级","传统技艺","地理标志产品，宁乡","http://whlt.hunan.gov.cn/","湖南省文旅厅","B","[省级名录可查] 在省文旅厅非遗名录中搜索「沩山毛尖茶制作技」可查证","",""
"长沙","芦花江传统小吃","靖港八大碗制作技艺","区级","传统技艺","2017年入选望城区级非遗，传承人肖力","http://whlt.hunan.gov.cn/","湖南省文旅厅","C","[需核实] 区县级非遗，建议联系长沙当地文旅部门或区政府网站核实","",""
"长沙","铜官十碗头","铜官十碗头制作技艺","区级","传统技艺","望城铜官古镇传统宴席","http://whlt.hunan.gov.cn/","湖南省文旅厅","C","[需核实] 区县级非遗，建议联系长沙当地文旅部门或区政府网站核实","",""
"长沙","靖港香干作坊","靖港香干制作技艺","区级","传统技艺","清朝起源，望城靖港古镇特产","http://whlt.hunan.gov.cn/","湖南省文旅厅","C","[需核实] 区县级非遗，建议联系长沙当地文旅部门或区政府网站核实","",""
"长沙","靖港毛毛鱼店","靖港毛毛鱼制作技艺","区级","传统技艺","靖港古镇特色小吃","http://whlt.hunan.gov.cn/","湖南省文旅厅","C","[需核实] 区县级非遗，建议联系长沙当地文旅部门或区政府网站核实","",""
